"topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9","topic_10","topic_11","topic_12","doc_id"
0.00703267261156611,0.447920444875009,0.00143864442290493,0.00128872356842512,0.000486511997351251,0.000901899618521463,0.048112274792072,0.308890744409196,0.147655083745061,0.0010874423024058,0.00173926771730186,0.0334462899401857,392
0.136751952146021,0.180854363915743,0.0730765231948568,0.0037600626258891,0.00579545855678954,0.00364431070438952,0.00469564284279411,0.0288539206054915,0.289625531080173,0.150834071383946,0.0190311812843885,0.103076981659518,7871
0.00287976547747131,0.258892326486342,0.0555279895173567,0.00365731524248752,0.00435923168111278,0.00153455649734067,0.217513028102187,0.00379440000786005,0.01711513419135,0.0794505608376549,0.0100677935022598,0.345207898456577,7315
0.00425759832353004,0.000163314900290048,0.896899405194662,0.0141215922464438,0.0267344221614002,0.00238436207213269,0.00161567735999317,0.00282593581846525,0.00518528201334101,0.0114853845102141,0.0100261471274442,0.0243008782720833,7785
0.16144589956153,0.225544236881057,0.149676963539729,0.0253722890475709,0.00359468845926844,0.0423742215244473,0.0186819206162922,0.00413933687232711,0.0504124649828277,0.0182442419535871,0.0213623551649896,0.279151381396374,7695
0.00737107086741914,0.00114486974168837,0.00722945155284338,0.00653608491808435,0.0056208755845705,0.00151390227334136,0.00571914922242579,0.00345197983096019,0.0118080294659996,0.00312786243763028,0.00499161551297347,0.941485108592063,8783
0.0011262885603514,0.000678333659477313,0.124284733417997,0.00476137854093209,0.667825533971202,0.0721917822133793,0.000807913682088657,0.000833948369424258,0.00139415646256061,0.00678628508459932,0.0967124322537075,0.0225972137842811,2109
0.000991929299591696,0.47066976706213,0.000920006122682199,0.00607757192814533,0.000308582212704896,0.000715475063632526,0.490051527542056,0.0158310245404598,0.00355779177113149,0.000268829359878762,0.00441164066796676,0.00619585442962131,1523
0.00147934110901797,0.00345245481171325,0.484921310013706,0.00659785607257786,0.257722445308904,0.0163464327858759,0.000774959070846971,0.00163725413574529,0.00243498735947433,0.158293414409684,0.0378614353034052,0.0284781096190502,634
0.0517514825905324,0.00314715679495619,0.828334282613955,0.0061310795552499,0.0166740612681584,0.00218790691372447,0.00098403029090948,0.00169662644242207,0.0513819420644083,0.0189505230950001,0.0173161605180328,0.00144474785265139,4667
0.000593225703737652,0.000426087362392932,0.00124911858847493,0.0761651743428523,0.0169220003946199,0.895911089488472,0.000350920182899608,0.000419891750405216,0.000296001281766259,0.00495400859329198,0.00163405555063429,0.00107842676045289,3944
0.000385183314853831,0.0147360425610084,0.000644377098041038,0.00301980097134131,0.000574230012441671,0.000627921725039704,0.655423528343127,0.00683089208885613,0.000909574123910858,0.000182641051517139,0.00125101530523316,0.31541479340463,2847
0.00470052736120762,0.19319301374687,0.009659996691806,0.00626069388403212,0.00268309147566165,0.0321990986360522,0.0476770665990534,0.00266796322719867,0.176672102690096,0.00491955817941897,0.293444383180003,0.2259225043286,3608
0.000995733127713856,0.000645114975635057,0.000845392293224093,0.00877613161164545,0.000587874295873308,0.979489791803944,0.000565178854163601,0.00148756338549806,0.00031642513397513,0.00350308051997179,0.00110302721333783,0.001684686785018,8227
0.00249557725602231,0.746030372023639,0.000984056272199086,0.0677817048705409,0.000712404998701659,0.00262200048527652,0.0101501603646699,0.0618306865253343,0.101413727541163,0.000843566059060121,0.00123956392954882,0.00389617967384463,5066
0.00231913026226228,0.00275259029624451,0.0164461550247251,0.019365340785002,0.0330814258783151,0.58595873073991,0.00133568030199844,0.00155598585199695,0.00143323916419329,0.169912161303923,0.0584468300843783,0.107392730307052,4261
0.000223546325673196,0.00111593300379552,0.000709148674996135,0.981188538479313,0.00267902453610563,0.0036378692901748,0.00314489519872319,0.000945152732886553,0.000575508421627772,0.000474040340271508,0.000778191469026874,0.00452815152740585,5264
0.000468003185503711,0.657044463554237,0.000138067535956947,0.000836215467395818,3.1661255000265e-05,0.000212601773418877,0.330383909810276,0.00687859241364189,0.00133227697128292,7.3436663185291e-05,0.000680679341159532,0.00192009202894188,2724
0.00874117252522059,0.720878151744734,0.00363724067510072,0.0911208254862659,0.037753867765909,0.00438596711201632,0.0824832332556994,0.00952449046757236,0.0147261835808027,0.00266249401178947,0.00489717017132653,0.0191892032035632,569
0.00217045389962971,0.0133737912985679,0.00605167286142647,0.085036504356801,0.013014152182247,0.0320484531989339,0.00963153037456697,0.0040515506480918,0.00201670878261575,0.00383327513766874,0.00399873141714302,0.824773175842308,450
0.000364540212400617,0.397135407873685,0.000243685180849695,0.0011012384294405,9.02622633782528e-06,0.000236356678064321,0.393012471437703,0.203141224926465,0.00148434603731467,0.000191982185446332,0.000683677757001077,0.00239604305529271,6576
0.00184591124126851,0.103020184042693,0.00402833403573514,0.00156422499546381,0.00170098025424605,0.00245323945573637,0.132128300865913,0.624066767425274,0.00278203454985324,0.0234392715942224,0.0976764773485092,0.00529427419108509,362
0.0042675650596003,0.00737485261154031,0.70816526279985,0.00651883029747186,0.0068180435299695,0.00865742960477254,0.0116172548938311,0.0994035861923287,0.00481542954391989,0.0983474855577001,0.0301988767657815,0.0138153831432339,8056
0.00136290720017171,0.000610364560697072,0.255857859642918,0.195829832901399,0.219084185171799,0.25640856454794,0.000392207960214925,0.000870194787745178,0.00165544478985462,0.0543395961245998,0.00937484861779959,0.00421399369485959,5623
0.009369864851284,0.294642812284142,0.0382875514886868,0.0138484944308129,0.0936415586974547,0.00785588814581729,0.36724708420756,0.0674339225487096,0.0178402765216444,0.0227111836691942,0.0246498212853598,0.0424715418693343,3162
0.00324070159176167,0.00152943695634575,0.958853833247858,0.0009515279001048,0.00281984824988561,0.00263403372312781,0.000415569964883813,0.00247119066238771,0.00712882557793572,0.00759458604069953,0.00876226121676136,0.00359818486824725,7795
0.00268000977229971,0.759679930850938,0.00246052856340877,0.00188256863605177,0.000525987751344064,0.000840916271422691,0.140027581562164,0.0083335239900375,0.0320132781160732,0.000625683153254926,0.00308284710609031,0.0478471442269153,674
0.00191485724128417,0.48450439676218,0.0563979111771385,0.000885015923320312,0.000255641848262895,0.000486830524211885,0.0136980475893025,0.0657032724144565,0.00476454352541824,0.00238605506921859,0.0838905076738565,0.28511292025135,7893
0.00193016452218725,0.661639187901302,0.0104687894278626,0.00154429223958001,0.000936274401486674,0.000614640911407402,0.0939105073799421,0.00699690503015054,0.162183140048772,0.00049077536576461,0.0528581544967324,0.0064271682748129,946
